id,runName,instrumentType,runType,data_folder,startDate,totalReadCount
2220,NS286,NextSeq,PE150_Mid,190527_NS500415_0280_AHMH2LAFXY,20190527,925050578
2221,iSeq47_copy,ISeq,Quant NovaSeq,20190528_FS10000406_54_BPC29611-3320,20190528,126061678
2223,NOV124,NovaSeq,PE26_91,190529_A00460_0127_BH7WGKDRXX,20190529,0
2224,iSeq49,ISeq,Quant NovaSeq,20190529_FS10000406_55_BPC29611-0824,20190529,41504960
2225,MINI47,MiniSeq,Quant NovaSeq,190528_MN00710_0048_A000H2LWLG,20190528,146919838
2226,NS287,NextSeq,SR75_HIGH,190529_NS500415_0281_AHGKC7BGXB,20190529,665927293
2227,NS288,NextSeq,SR150_Mid,190531_NS500415_0282_AHLMMYAFXY,20190531,408905931
2230,NOV125,NovaSeq, PE28_91,190531_A00460_0129_BHHCTFDMXX,20190531,10786780650
2232,NS289,NextSeq,PE75_Mid,190603_NS500415_0283_AHMF3NAFXY,20190603,575325134
2234,NOV127,NovaSeq,SR100,190604_A00460_0131_AH7WMGDRXX,20190604,3455560535
2236,NOV128,NovaSeq,PE150,190626_A00460_0143_BH7MYJDRXX,20190626,70070162174
2237,NOV130,NovaSeq,SR100,190604_A00460_0130_BHCHH7DRXX,20190604,14113173008
2238,MS449,MiSeq,Miseq-600cycV3,190604_M04679_0147_000000000-CD8R2,20190604,0
2239,NS290,NextSeq,SR150_Mid,190605_NS500415_0284_AHMHWCAFXY,20190605,167313638
2240,NOV124_repeat,NovaSeq,PE26_91,190606_A00460_0132_AH7JTLDRXX,20190606,0
2241,iSeq50,ISeq,Quant NovaSeq,20190607_FS10000406_57_BPC29611-3219,20190607,140593410
2242,NS291,NextSeq,PE75_Mid,190606_NS500415_0285_AHMHWFAFXY,20190606,599971128
2244,NS292,NextSeq,PE150_HIGH,190607_NS500415_0286_AHK3N3BGXB,20190607,1235414300
2248,NS293,NextSeq,SR150_Mid,190612_NS500415_0287_AHLNCLAFXY,20190612,178059937
2249,NOV129,NovaSeq,PE250,190807_A00460_0173_BHCV23DRXX,20190807,2684236460
2250,RUN521,HiSeq2500,SR125_index,190708_700523F_0294_ACDM6GANXX,20190708,1664079193
2251,NS294,NextSeq,PE75_HIGH,190613_NS500415_0288_AHWTHTBGX7,20190613,0
2252,NS295,NextSeq,PE75_Mid,190614_NS500415_0289_AHMVJ2AFXY,20190614,16637463544
2253,NOV131,NovaSeq,SR100,190626_A00460_0144_AHCH2GDRXX,20190626,10050070484
2254,iSeq51,ISeq,Quant NovaSeq,20190613_FS10000406_58_BPC29611-2323,20190613,35104902
2257,NOV132,NovaSeq, PE28_91,190614_A00460_0133_AHCHJ3DRXX,20190614,4284527384
2260,NOV133,NovaSeq,PE150,190617_A00460_0134_AH7HYWDRXX,20190617,13496463822
2261,iSeq52_repeat,ISeq,Quant NovaSeq,20190617_FS10000406_60_BPC29611-3118,20190617,678492856
2262,NOV134,NovaSeq,PE26_91,190619_A00460_0137_BHHTW2DMXX,20190619,12560755084
2263,NOV135,NovaSeq,PE26_91,190621_A00460_0138_AHHJKJDMXX,20190621,13804444732
2264,NOV136,NovaSeq, PE28_91,190625_A00460_0141_AHKK3VDMXX,20190625,11922634678
2265,NS296,NextSeq,PE150_Mid,190619_NS500415_0290_AHMW5MAFXY,20190619,96445758
2268,NOV126_repeat,NovaSeq,PE150,190619_A00460_0136_AH7V32DRXX,20190619,25092353996
2269,iSeq53,ISeq,Quant NovaSeq,20190619_FS10000406_61_BPC29611-2431,20190619,0
2270,NOV137,NovaSeq,SR100,190702_A00460_0145_AH7VM3DRXX,20190702,4101784729
2272,iSeq54,ISeq,Quant NovaSeq,20190621_FS10000406_63_BPC29611-1034,20190621,68919196
2273,NOV138,NovaSeq, PE28_91,190621_A00460_0139_BHHFT2DMXX,20190621,0
2274,iSeq53_repeat,ISeq,Quant NovaSeq,20190620_FS10000406_62_BPC29611-0813,20190620,46738028
2276,NOV139,NovaSeq,PE150,190703_A00460_0146_AH7VMGDRXX,20190703,13334693886
2277,NOV138_repeat,NovaSeq, PE28_91,190624_A00460_0140_AHHGY3DMXX,20190624,11884880582
2278,NOV140,NovaSeq,PE26_91,190625_A00460_0142_BH7V5KDRXX,20190625,0
2279,NS297,NextSeq,PE75_Mid,190624_NS500415_0291_AHMV5VAFXY,20190624,225293086
2280,NS298,NextSeq,PE75_HIGH,190625_NS500415_0292_AHJ7L3BGX9,20190625,2000046512
2282,iSeq55,ISeq,Quant NovaSeq,20190701_FS10000406_64_BPC29611-1608,20190701,108614840
2283,NS299,NextSeq,PE150_HIGH,190626_NS500415_0293_AHJ7L5BGX9,20190626,3816062260
2285,MINI49,MiniSeq,PE150_HO,190703_MN00710_0049_A000H2KLHN,20190703,110270048
2286,MS450,MiSeq,Miseq-600cycV3,190628_M04679_0148_000000000-CD3KL,20190628,0
2287,NS300,NextSeq,SR150_Mid,190702_NS500415_0294_AHNGMKAFXY,20190702,428916817
2289,NS301,NextSeq,PE150_HIGH,190703_NS500415_0295_AH2HWVBGXC,20190703,2339428358
2290,MS451,MiSeq,Miseq-600cycV3,190703_M04679_0149_000000000-CD3VG,20190703,0
2291,iSeq56,ISeq,Quant NovaSeq,20190704_FS10000406_65_BPC29611-1705,20190704,0
2292,NS302,NextSeq,SR150_Mid,190704_NS500415_0296_AHNGJ2AFXY,20190704,196759975
2293,NOV141,NovaSeq,SR100,190715_A00460_0149_AHCGLWDRXX,20190715,4641121058
2294,MS452,MiSeq,Miseq-600cycV3,190705_M01106_0276_000000000-CK548,20190705,0
2295,iSeq56_copy,ISeq,Quant NovaSeq,20190705_FS10000406_66_BPC29611-2422,20190705,134545760
2298,NS303,NextSeq,PE150_HIGH,190708_NS500415_0297_AH2HG3BGXC,20190708,2675662508
2299,MINI50,MiniSeq,SR75,190719_MN00710_0051_A000H2NLGM_dmx,20190719,17979115
2300,RUN522,HiSeq2500,SR125_index,190715_700523F_0295_ACDRJFANXX,20190715,4182439093
2302,iSeq57,ISeq,Quant NovaSeq,20190718_FS10000406_68_BPC29613-2419,20190718,85441394
2303,NS305,NextSeq,PE150_HIGH,190710_NS500415_0298_AH2JJFBGXC,20190710,3322032334
2304,NOV142,NovaSeq,PE150,190711_A00460_0147_AH7TWHDRXX,20190711,4499407482
2305,NOV143,NovaSeq,PE150,190711_A00460_0148_BHGKVHDSXX,20190711,70980930942
2306,NOV144,NovaSeq,PE150,190730_A00460_0167_BHCM5GDRXX,20190730,4461976626
2310,iSeq58,ISeq,Quant NovaSeq,20190719_FS10000406_69_BPC29613-2421,20190719,6479836
2311,NS307,NextSeq,SR75_HIGH,190711_NS500415_0299_AHJ2LVBGX9,20190711,0
2312,NS308,NextSeq,PE150_Mid,190717_NS500415_0303_AHNGMHAFXY,20190717,368051152
2314,NOV145,NovaSeq,SR100,190718_A00460_0153_AH7TYGDRXX,20190718,3886096278
2316,RUN523,HiSeq2500,SR125_index,190718_700523F_0296_ACDRHUANXX,20190718,1258745610
2317,NS309,NextSeq,PE75_HIGH,190712_NS500415_0300_AHJNYKBGXB,20190712,0
2318,MS453,MiSeq,Miseq-600cycV3,190712_M04679_0150_000000000-CK3R9,20190712,0
2319,MS454,MiSeq,Miseq-600cycV3,190712_M01106_0277_000000000-CLBLF,20190712,0
2320,MINI51,MiniSeq,Quant NovaSeq,190715_MN00710_0050_A000H2KGM7,20190715,172698658
2321,NS310,NextSeq,PE75_Mid,190715_NS500415_0301_AHNH7MAFXY,20190715,1792172794
2322,NS311,NextSeq,PE75_HIGH,190716_NS500415_0302_AH3G3MBGXC,20190716,3055226910
2323,NS312,NextSeq,PE75_HIGH,190719_NS500415_0305_AHJTFKBGXB,20190719,4370443196
2327,iSeq59,ISeq,Quant NovaSeq,20190723_FS10000406_70_BPC29615-2516,20190723,124639970
2329,NOV147,NovaSeq,SR100,190725_A00460_0161_AHCKGWDRXX,20190725,1232671883
2330,NOV148,NovaSeq, PE28_91,190719_A00460_0155_BHK7LKDMXX,20190719,12812512344
2331,NOV149,NovaSeq, PE28_91,190722_A00460_0156_AHK2NLDMXX,20190722,12391861378
2332,NOV150,NovaSeq, PE28_91,190722_A00460_0157_BHJCCYDMXX,20190722,12114888354
2333,NOV151,NovaSeq, PE28_91,190723_A00460_0158_AHKL7CDMXX,20190723,12568881266
2334,NOV152,NovaSeq, PE28_91,190723_A00460_0159_BHKML3DMXX,20190723,12384324156
2335,NOV153,NovaSeq, PE28_91,190724_A00460_0160_AHJ5MMDMXX,20190724,12260966726
2339,NOV154,NovaSeq,PE28_91,190717_A00460_0151_AH7V7FDRXX,20190717,2269259098
2340,NOV155,NovaSeq, PE28_91,190717_A00460_0150_BHCHHMDRXX,20190717,4449258728
2341,NOV156,NovaSeq, PE28_91,190718_A00460_0152_BHHFCWDMXX,20190718,11226024802
2342,NS313,NextSeq,SR75_HIGH,190718_NS500415_0304_AHHW2FBGXB,20190718,658698605
2343,iSeq60,ISeq,Quant NovaSeq,20190717_FS10000406_67_BPA73125-1736,20190717,138373040
2344,NOV146,NovaSeq,SR100,190719_A00460_0154_AH7V27DRXX,20190719,3148809763
2345,MS455,MiSeq,Miseq-300cycV2,190719_M04679_0151_000000000-G33H8 ,20190719,0
2348,RUN524,HiSeq2500,SR125_index,190731_700523F_0298_ACDRNNANXX,20190731,1908425722
2349,NS315,NextSeq,PE75_Mid,190821_NS500415_0311_AHNKHGAFXY,20190821,1354848276
2350,NS314,NextSeq,PE75_HIGH,190725_NS500415_0307_AH3HFNBGXC,20190725,2743400810
2351,NOV157,NovaSeq,SR100,190730_A00460_0166_AHCH2WDRXX,20190730,5654103717
2352,NOV158,NovaSeq,SR100,190809_A00460_0174_AHF223DRXX,20190809,2529990985
2354,iSeq61,ISeq,Quant NovaSeq,20190725_FS10000406_71_BPC29615-2510,20190725,117938378
2355,NOV159,NovaSeq,PE150,190802_A00460_0169_BHCM57DRXX,20190802,5076726112
2356,MS456,MiSeq,Miseq-50cycV2,190723_M04679_0152_000000000-CL5WN ,20190723,0
2358,RUN525,HiSeq2500,SR125_index,190812_700523F_0299_ACDWF6ANXX,20190812,6942455884
2359,iSeq62,ISeq,Quant NovaSeq,20190731_FS10000406_73_BPC29615-2809,20190731,131502650
2360,NOV160,NovaSeq,PE150,190726_A00460_0164_BHCKK7DRXX,20190726,16299390078
2361,NOV161,NovaSeq,PE50,190725_A00460_0162_BH7TN7DRXX,20190725,6550134998
2362,MS457,MiSeq,Miseq-600cycV3,190725_M04679_0153_000000000-CLBF3,20190725,0
2363,MS458,MiSeq,Miseq-600cycV3,190725_M01106_0278_000000000-CLD84,20190725,0
2364,NOV162,NovaSeq,SR100,190729_A00460_0165_AHCLJNDRXX,20190729,1962138977
2365,iSeq63,ISeq,Quant NovaSeq,20190729_FS10000406_72_BPC29615-3013,20190729,188449506
2366,NOV163,NovaSeq, PE28_91,190726_A00460_0163_AHCG7KDRXX,20190726,4617174222
2368,NS316,NextSeq,PE150_Mid,190729_NS500415_0308_AHNNT2AFXY,20190729,363961080
2370,NOV164,NovaSeq,PE150,190807_A00460_0172_AHCTMFDRXX,20190807,2504106094
2371,NOV165,NovaSeq,SR100,190812_A00460_0176_AHCYKMDRXX,20190812,2421452684
2372,iSeq64,ISeq,Quant NovaSeq,20190802_FS10000406_74_BPA73125-1935,20190802,74604168
2374,RUN526,HiSeq2500,SR125_index,190905_700523F_0300_BCDYFPANXX,20190905,1453171848
2377,NOV166,NovaSeq,PE150,190802_A00460_0168_AHCTNMDRXX,20190802,4535987762
2378,NS317,NextSeq,PE150_Mid,190805_NS500415_0309_AHNTCLAFXY,20190805,4055631110
2379,NOV167,NovaSeq,PE26_91,190806_A00460_0170_AHCTHLDRXX,20190806,0
2380,iSeq65,ISeq,Quant NovaSeq,20190814_FS10000406_75_BPC29615-2212,20190814,123722534
2382,NOV169,NovaSeq,SR100,190806_A00460_0171_BHCMFJDRXX,20190806,9959886394
2384,NOV170,NovaSeq,SR100,190809_A00460_0175_BHCW3KDRXX,20190809,2138694244
2385,NOV171,NovaSeq,PE150,190813_A00460_0178_AHJKLNDSXX,20190813,53266670268
2386,NOV172,NovaSeq,PE150,190830_A00460_0191_BHM5LGDSXX,20190830,50559556664
2387,NOV173,NovaSeq,PE250,190826_A00460_0188_BHCTHHDRXX,20190826,0
2393,NS318,NextSeq,PE75_Mid,190808_NS500415_0310_AHTFFTAFXY,20190808,0
2394,MS459,MiSeq,Miseq-50cycV2,190809_M04679_0154_000000000-D555F,20190809,0
2395,MS460,MiSeq,Miseq-600cycV3,190809_M01106_0279_000000000-CLFCT,20190809,0
2396,MS461,MiSeq,Miseq-300cycV2,190812_M01106_0280_000000000-C68WH,20190812,0
2397,MS462,MiSeq,Miseq-300cycV2,190812_M04679_0155_000000000-C8G78,20190812,0
2398,NOV174,NovaSeq,PE150,190816_A00460_0181_BHCV25DRXX,20190816,3098934892
2400,NOV175,NovaSeq, PE28_91,190813_A00460_0177_BHKMKKDMXX,20190813,12680775530
2401,MS463,MiSeq,Miseq-600cycV3,190813_M01106_0281_000000000-CLW6H,20190813,0
2402,iSeq66,ISeq,Quant NovaSeq,20190815_FS10000406_76_BPA73125-0730,20190815,49059212
2404,NOV176,NovaSeq, PE28_91,190815_A00460_0179_BHCNWVDRXX,20190815,4165558536
2407,NOV178,NovaSeq,PE28_91,190821_A00460_0184_AHCVTYDRXX,20190821,1910509904
2408,iSeq67,ISeq,Quant NovaSeq,20190823_FS10000406_77_BPG80716-1336,20190823,171790622
2409,NOV177,NovaSeq,SR100,190816_A00460_0180_AHKHVNDMXX,20190816,33306662244
2410,NOV179,NovaSeq, PE28_91,190819_A00460_0183_BHKKVFDMXX,20190819,12977781078
2412,NOV180,NovaSeq,SR100,190819_A00460_0182_AHCL7GDRXX,20190819,3671086293
2415,NOV181,NovaSeq,PE26_91,190823_A00460_0186_AHCTFHDRXX,20190823,0
2417,NOV182,NovaSeq,PE150,190821_A00460_0185_BHLFJTDMXX,20190821,78189745742
2421,MS464,MiSeq,Miseq-600cycV3,190821_M04679_0156_000000000-c,20190821,0
2422,NOV183,NovaSeq,PE150,190828_A00460_0190_BHCL72DRXX,20190828,5303304960
2423,NS320,NextSeq,PE75_HIGH,190822_NS500415_0312_AH3VVKBGXC,20190822,1429062004
2424,NOV184,NovaSeq, PE28_91,190823_A00460_0187_BHKTJHDMXX,20190823,11279517444
2425,NS321,NextSeq,PE150_Mid,190904_NS500415_0315_AHTTHJAFXY,20190904,295278426
2427,MS465,MiSeq,Miseq-500cycV2,190826_M01106_0282_000000000-C6M9D,20190826,0
2428,MS466,MiSeq,Miseq-500cycV2,190826_M04679_0157_000000000-BW4HR,20190826,38353028
2431,NS323,NextSeq,SR75_HIGH,190826_NS500415_0313_AH37YMBGXC,20190826,0
2432,iSeq68,ISeq,Quant NovaSeq,20190830_FS10000406_78_BPG80716-1532,20190830,84011522
2433,NOV185,NovaSeq,PE150,190828_A00460_0189_AHCMJKDRXX,20190828,4552281658
2434,NS324,NextSeq,SR75_HIGH,190828_NS500415_0314_AH3CFNBGXC,20190828,1153867387
2437,NOV186,NovaSeq,PE150,190916_A00460_0201_AHF7MKDRXX,20190916,3640128730
2438,iSeq69,ISeq,Quant NovaSeq,20190904_FS10000406_79_BPG80716-1337,20190904,106983168
2439,MS467,MiSeq,Miseq-600cycV3,190829_M04679_0158_000000000-CMWL5,20190829,0
2441,MS468,MiSeq,Miseq-600cycV3,190829_M01106_0283_000000000-CMYYW,20190829,0
2442,RUN528,HiSeq2500,SR125_index,190913_700523F_0301_ACDYFCANXX,20190913,3535994291
2443,NOV187,NovaSeq,SR100,190910_A00460_0195_AHF75TDRXX,20190910,4272098727
2444,NOV188,NovaSeq,SR100,190906_A00460_0194_BHKTJLDMXX,20190906,67713515793
2445,iSeq70,ISeq,Quant NovaSeq,20190919_FS10000406_80_BPC29616-2507,20190919,190113524
2448,NOV189,NovaSeq, PE28_91,190905_A00460_0192_BHKNNLDMXX,20190905,11189920754
2449,MS469,MiSeq,Miseq-500cycV2,190904_M01106_0284_000000000-CDK75,20190904,0
2451,NOV191,NovaSeq,SR100,191015_A00460_0215_AHGKFMDRXX,20191015,5792417798
2452,NOV192,NovaSeq,PE150,190911_A00460_0196_BHF5YMDRXX,20190911,28625170942
2453,NS325,NextSeq,PE75_Mid,190906_NS500415_0316_AHTCJWAFXY,20190906,1151298190
2454,MS470,MiSeq,Miseq-500cycV2,190913_M01106_0286_000000000-CN3N8,20190913,0
2455,NOV193,NovaSeq,100 PE,190913_A00460_0199_BHFNVWDRXX,20190913,19488986054
2456,NOV194,NovaSeq,PE250,190906_A00460_0193_AHCW5MDRXX,20190906,7204193614
2457,NS326,NextSeq,PE26_98_I8_HIGH,190909_NS500415_0317_AHVLYJBGXB,20190909,1182543302
2458,NOV195,NovaSeq,PE26_98,190912_A00460_0197_AHL7FMDMXX,20190912,13620035468
2459,NOV196,NovaSeq,PE26_98,190912_A00460_0198_BHKNMNDMXX,20190912,14503399182
2460,NS327,NextSeq,SR75_HIGH,190910_NS500415_0318_AHF7N3BGXC,20190910,10806751018
2462,NOV197,NovaSeq, PE28_91,190913_A00460_0200_AHFN3VDRXX,20190913,4460265694
2464,NOV198,NovaSeq,PE150,190917_A00460_0203_BHF7Y3DRXX,20190917,7109575104
2465,MINI53,MiniSeq,PE_150_MO,190916_MN00710_0052_A000H2LWNG,20190916,97567134
2466,NOV199,NovaSeq,PE150,190916_A00460_0202_BHF73HDRXX,20190916,3199969458
2467,NS328,NextSeq,PE75_Mid,190917_NS500415_0320_AHVJL3AFXY,20190917,1569563286
2468,NS329,NextSeq,PE75_Mid,190916_NS500415_0319_AHTV7VAFXY,20190916,0
2469,RUN527_copy,HiSeq2500,PE75_index,190918_700523F_0302_ACDPHLANXX,20190918,4324242200
2470,NOV190,NovaSeq,PE150,190918_A00460_0204_AHCVL7DRXX,20190918,4198899420
2471,MINI54,MiniSeq,PE_150_MO,190918_MN00710_0053_A000H2LWNT,20190918,103719520
2472,NOV200,NovaSeq,SR100,190926_A00460_0205_BHF225DRXX,20190926,3650225708
2474,NS330,NextSeq,SR150_Mid,190920_NS500415_0321_AHVJMFAFXY,20190920,326475261
2477,RUN529,HiSeq2500,PE125_dualindex,191024_700523F_0304_ACD2UHANXXX,20191024,6777819998
2479,NS331,NextSeq,PE150_Mid,190924_NS500415_0322_AHL5V2AFXY,20190924,1869764270
2480,iSeq71,ISeq,Quant NovaSeq,20190925_FS10000406_81_BPC29616-3115,20190925,208536292
2482,iSeq72,ISeq,Quant NovaSeq,20190930_FS10000406_83_BPC29616-1706,20190930,102156912
2483,NOV201,NovaSeq,PE150,191001_A00460_0208_AHMY5YDSXX,20191001,66817816848
2484,iSeq73,ISeq,Quant NovaSeq,20190926_FS10000406_82_BPC29616-0811,20190926,42515832
2487,NOV202,NovaSeq,PE150,191010_A00460_0212_AHGJG7DRXX,20191010,7485949934
2488,NOV203,NovaSeq,SR100,190930_A00460_0206_AHFNW5DRXX,20190930,4435036826
2489,NS332,NextSeq,SR150_Mid,191001_NS500415_0323_AHL5V7AFXY,20191001,358150538
2490,NOV204,NovaSeq,SR100,191010_A00460_0211_BHGM7LDRXX,20191010,7467953069
2491,iSeq74,ISeq,Quant NovaSeq,20191010_FS10000406_84_BPC29616-1508,20191010,126032464
2492,MS471,MiSeq,Miseq-300cycV2,191004_M01106_0287_000000000-D5M2D,20191004,0
2496,NOV205,NovaSeq,PE150,191014_A00460_0213_AHGHWMDRXX,20191014,13062354902
2498,NOV206,NovaSeq,SR100,191009_A00460_0210_AHF2C5DRXX,20191009,1311158369
2500,NOV207,NovaSeq,PE150,191018_A00460_0221_AHMY2KDSXX,20191018,128210224724
2501,NS333,NextSeq,SR75_HIGH,191004_NS500415_0324_AHFKMNBGXC,20191004,0
2502,RUN531,HiSeq2500,SR125_index,191016_700523F_0303_ACDYEJANXX,20191016,1596417609
2503,NOV208,NovaSeq,PE50,191015_A00460_0216_BHL73NDMXX,20191015,27921662514
2505,NOV209,NovaSeq, PE28_91,191021_A00460_0226_AHMCTFDMXX,20191021,11463906456
2507,NOV210,NovaSeq, PE28_91,191009_A00460_0209_BHL7FYDMXX,20191009,10099635702
2508,NOV211,NovaSeq, PE28_91,191017_A00460_0220_AHM7CHDMXX,20191017,11449660120
2509,NOV212,NovaSeq,PE150,191018_A00460_0222_BHF5YKDRXX,20191018,2806045776
2512,NOV213,NovaSeq,SR100,191016_A00460_0217_AHF5YJDRXX,20191016,3565801567
2513,NS334,NextSeq,PE75_Mid,191016_NS500415_0326_AHWGF2AFXY,20191016,1902198726
2514,NS335,NextSeq,PE75_Mid,191017_NS500415_0327_AHW5M7AFXY,20191017,1727288148
2518,NOV215,NovaSeq,SR100,191016_A00460_0218_BHGHWFDRXX,20191016,13676568875
2519,NOV216,NovaSeq,SR100,191017_A00460_0219_BHGHWTDRXX,20191017,1006471629
2520,NOV217,NovaSeq,SR100,191020_A00460_0224_AHF73TDRXX,20191020,900681518
2521,NOV218,NovaSeq, PE28_91,191014_A00460_0214_BHGMMGDRXX,20191014,4726720278
2522,NS336,NextSeq,SR150_HIGH,191014_NS500415_0325_AHNLLFBGXC,20191014,2760137490
2523,NOV219,NovaSeq,SR100,191021_A00460_0225_BHGJWNDRXX,20191021,1419746165
2525,iSeq75,ISeq,Quant NovaSeq,20191017_FS10000406_85_BPC29616-3016,20191017,105860320
2526,NOV220,NovaSeq,SR100,191020_A00460_0223_BHF73VDRXX,20191020,1328351427
2527,NS337,NextSeq,PE26_98_I8_HIGH,191022_NS500415_0329_AHNM7GBGXC,20191022,1210791680
2529,MINI55,MiniSeq,PE_150_MO,191017_MN00710_0054_A000H2KGJK,20191017,2918610998
2530,NS338,NextSeq,PE75_Mid,191021_NS500415_0328_AHTJGGAFXY,20191021,1492559588
2531,iSeq76,ISeq,Quant NovaSeq,20191023_FS10000406_87_BPC29616-0813,20191023,98543626
2532,NOV221,NovaSeq,SR100,191022_A00460_0227_AHGKWNDRXX,20191022,15195357988
2533,NOV222,NovaSeq,SR100,191023_A00460_0228_BHGJGJDRXX,20191023,3398227520
2534,iSeq78,ISeq,Quant NovaSeq,20191024_FS10000406_88_BPC29616-2314,20191024,16746100
2535,NS339,NextSeq,PE75_Mid,191025_NS500415_0330_AHTT5LBGX9,20191025,2201803608
2536,iSeq77,ISeq,Quant NovaSeq,20191022_FS10000406_86_BPC29616-1517,20191022,21695052
2537,iSeq79,ISeq,Quant NovaSeq,20191025_FS10000406_89_BPC29616-2316,20191025,13368992
2538,NOV223,NovaSeq,SR100,191024_A00460_0229_AHGJKTDRXX,20191024,2538654490
2540,MS474,MiSeq,Miseq-600cycV3,191025_M01106_0288_000000000-CN2GY,20191025,149997092
2541,MS475,MiSeq,Miseq-600cycV3,191025_M04679_0161_000000000-CLLLC,20191025,178091468
2542,NOV224,NovaSeq,SR100,191025_A00460_0230_AHGLVYDRXX,20191025,4394199675
2543,NOV225,NovaSeq,SR100,191025_A00460_0231_BHGJG3DRXX,20191025,4475083854
2545,NOV226,NovaSeq,SR100,191104_A00460_0233_AHF7MJDRXX,20191104,3913058553
2546,iSeq80,ISeq,Quant NovaSeq,20191030_FS10000406_90_BPC29616-1312,20191030,82463574
2547,NS340,NextSeq,PE75_HIGH,191101_NS500415_0332_AH3GLLBGXC,20191101,10809395586
2549,NOV227,NovaSeq, PE28_91,191105_A00460_0236_AHKT7KDMXX,20191105,10931335568
2550,NOV228,NovaSeq,SR100,191104_A00460_0234_BHCW5NDRXX,20191104,2057123965
2551,NOV229,NovaSeq,PE50,191029_A00460_0232_AHFKLFDRXX,20191029,7447840772
2552,NS341,NextSeq,SR150_HIGH,191028_NS500415_0331_AHCLTLBGXC,20191028,540179970
2553,MS476,MiSeq,Miseq-600cycV3,191031_M01742_0231_000000000-CPPMC,20191031,86136174
2556,MINI56,MiniSeq,SR75,191108_MN00710_0056_A000H2Y7LF,20191108,35130842
2557,MINI57,MiniSeq,SR75,191104_MN00710_0055_A000H2Y7LK,20191104,0
2558,iSeq81,ISeq,Quant NovaSeq,20191101_FS10000406_91_BPC29616-2722,20191101,192345348
2559,RUN532,HiSeq2500,SR125_index,191115_700523F_0305_BCDYEMANXX,20191115,4628648118
2560,NOV231,NovaSeq, PE28_91,191105_A00460_0235_BHMJHVDMXX,20191105,13260561108
2561,iSeq82,ISeq,Quant NovaSeq,20191107_FS10000406_93_BPC29615-0814,20191107,149783640
2562,iSeq83,ISeq,Quant NovaSeq,20191106_FS10000406_92_BPC29616-1216,20191106,162447394
2563,MS477,MiSeq,Miseq-600cycV3,191104_M01106_0289_000000000-CN3NM,20191104,4506311838
2565,NS343,NextSeq,PE75_Mid,191104_NS500415_0333_AHTFVJBGXC,20191104,1538195494
2566,NOV232,NovaSeq,SR100,191114_A00460_0241_AHHKGCDRXX,20191114,1775526722
2567,NOV233,NovaSeq,SR100,191106_A00460_0237_AHCVJGDRXX,20191106,1601439070
2571,MS479,MiSeq,Miseq-600cycV3,191107_M01742_0232_000000000-CPNGF,20191107,944300784
2572,NOV234,NovaSeq,SR100,191108_A00460_0239_AHHJLCDRXX,20191108,4181048730
2575,NS344,NextSeq,SR75_HIGH,191107_NS500415_0334_AHNN3YBGXC,20191107,2312229733
2576,NS345,NextSeq,SR150_Mid,191120_NS500415_0336_AHWWCCAFXY,20191120,196011139
2578,iSeq84,ISeq,Quant NovaSeq,20191112_FS10000406_94_BPG80716-1033,20191112,52858716
2579,NOV235,NovaSeq,PE28_91,191108_A00460_0238_BHHJNFDRXX,20191108,2371095992
2580,MINI58,MiniSeq,PE150_HO,191205_MN00710_0062_A000H2JY23,20191205,112284710
2581,NOV236,NovaSeq,SR100,191112_A00460_0240_AHMHHYDMXX,20191112,53001624989
2583,NOV238,NovaSeq,SR100,191114_A00460_0242_BHHJGJDRXX,20191114,7437379238
2584,NOV239,NovaSeq,SR100,191115_A00460_0244_AHHHKLDRXX,20191115,897845865
2586,RUN533,HiSeq2500,SR125_index,191125_700523F_0307_BCDWK8ANXX,20191125,8680882585
2587,NS346,NextSeq,SR75_HIGH,191125_NS500415_0337_AHTY52BGXC,20191125,775317639
2588,NS347,NextSeq,SR150_HIGH,191112_NS500415_0335_AHTY3VBGXC,20191112,1011246647
2589,MS480,MiSeq,Miseq-500cycV2,191113_M01106_0290_000000000-CRY3B,20191113,43974062
2590,MINI59,MiniSeq,PE150_HO,191118_MN00710_0057_A000H2YJLL,20191118,36816394
2591,MINI60,MiniSeq,PE_150_MO,191122_MN00710_0059_A000H2Y7J2,20191122,776498
2592,NS348,NextSeq,PE75_Mid,191206_NS500415_0341_AHY2YFAFXY,20191206,244048760
2594,iSeq85,ISeq,Quant NovaSeq,20191115_FS10000406_96_BPC29616-2524,20191115,0
2595,NOV240,NovaSeq,SR100,191120_A00460_0249_AHHJGTDRXX,20191120,2568188636
2596,iSeq86,ISeq,Quant NovaSeq,20191114_FS10000406_95_BPC29616-2717,20191114,65305499
2597,NOV241,NovaSeq,PE150,191118_A00460_0245_AHHJG5DRXX,20191118,3379280562
2598,MS481sk,MiSeq,Miseq-50cycV2,191114_M01742_0234_000000000-CPRY2,20191114,24390205
2599,NOV242,NovaSeq,SR100,191115_A00460_0243_BHHJH2DRXX,20191115,4085128284
2600,NOV243,NovaSeq, PE28_91,191119_A00460_0246_AHML7MDMXX,20191119,12035976976
2601,iSeq87,ISeq,Quant NovaSeq,20191118_FS10000406_97_BPC29616-2517,20191118,176008866
2602,MS482,MiSeq,Miseq-50cycV2,191118_M01742_0236_000000000-CPT4F,20191118,27238523
2603,NOV244,NovaSeq,SR100,191119_A00460_0247_BHMN7FDMXX,20191119,48859139999
