id,runName,instrumentType,runType,data_folder,startDate,totalReadCount
2604,MINI57_repeat,MiniSeq,SR75,191119_MN00710_0058_A000H2Y7LN,20191119,8181258
2605,NOV245,NovaSeq,SR100,191120_A00460_0248_BHHL2KDRXX,20191120,983001017
2606,MS483,MiSeq,MiSeq 150cyclesV3,191120_M04679_0162_000000000-CBN3M,20191120,74741886
2607,iSeq88,ISeq,Quant NovaSeq,20191122_FS10000406_98_BPA73104-2334,20191122,266555028
2608,NOVF246,NovaSeq,PE150,191121_A00460_0250_AHMWJKDSXX,20191121,175253100878
2610,NOV247,NovaSeq,PE150,191125_A00460_0251_AHF22GDRXX,20191125,8506247670
2612,MS485,MiSeq,Miseq-50cycV2,191125_M01742_0238_000000000-CPTPP,20191125,51468557
2613,MS486,MiSeq,MiSeq 150cyclesV3,191127_M04679_0163_000000000-CTTFH,20191127,170339472
2614,NS349,NextSeq,SR150_Mid,191127_NS500415_0338_AHWWVKAFXY,20191127,1431744633
2619,NS350,NextSeq,PE75_HIGH,191207_NS500415_0342_AHYKVMBGXC,20191207,6114369470
2620,NS351,NextSeq,PE75_Mid,191223_NS500415_0351_AHYJJ3AFXY,20191223,5716410884
2622,NOV248,NovaSeq, PE28_91,191203_A00460_0253_AHMMTVDMXX,20191203,10385561768
2623,iSeq89,ISeq,Quant NovaSeq,20191202_FS10000406_99_BPC29615-2415,20191202,98148344
2624,NOV249,NovaSeq,SR100,191202_A00460_0252_AHHV5KDRXX,20191202,13100655038
2625,MS487,MiSeq,Miseq-600cycV3,191218_M04679_0164_000000000-CTDLF,20191218,328492502
2626,iSeq90,ISeq,Quant NovaSeq,20191209_FS10000406_102_BPC29615-3011,20191209,92253276
2628,NOV250,NovaSeq,PE150,191206_A00460_0256_BHJ3VTDRXX,20191206,0
2629,NOV251,NovaSeq,PE100,191205_A00460_0255_BHMKFHDMXX,20191205,47244640234
2630,NOV252,NovaSeq,SR100,191204_A00460_0254_BHH57LDRXX,20191204,9925296439
2631,NOV253,NovaSeq,SR100,191211_A00460_0260_AHJ2WWDRXX,20191211,12963179128
2632,MINI61,MiniSeq,PE_150_MO,191203_MN00710_0060_A000H2YMTH,20191203,12893724
2633,NS352,NextSeq,SR150_HIGH,191204_NS500415_0339_AHVLFKBGXC,20191204,0
2635,iSeq91,ISeq,Quant NovaSeq,20191205_FS10000406_100_BPC29615-3012,20191205,89691996
2636,MINI62,MiniSeq,PE_150_MO,191204_MN00710_0061_A000H2Y7LJ,20191204,3932585572
2641,NS356,NextSeq,SR150_HIGH,191205_NS500415_0340_AHVM5CBGXC,20191205,0
2643,MS488,MiSeq,Miseq-600cycV3,191218_M01106_0292_000000000-CTDB5,20191218,2328855218
2645,iSeq92,ISeq,Quant NovaSeq,20191206_FS10000406_101_BPC29615-1905,20191206,74368058
2647,RUN534,HiSeq2500,PE75_index,200129_700523F_0311_ACE5BDANXX,20200129,9613414010
2648,NS358,NextSeq,PE150_Mid,200113_NS500415_0354_AHYKNLAFXY,20200113,416239928
2650,NOV256,NovaSeq,SR100,191212_A00460_0262_AHHV3NDRXX,20191212,9285481810
2651,NOV257,NovaSeq, PE28_91,191210_A00460_0258_AHMHLVDMXX,20191210,16881775732
2655,NOV258,NovaSeq,PE150,191211_A00460_0259_BHJ7CLDRXX,20191211,11427351292
2656,NS359,NextSeq,PE150_Mid,191209_NS500415_0343_AHY3JWAFXY,20191209,2488435752
2657,NOV259,NovaSeq,SR100,191210_A00460_0257_BHMKYFDMXX,20191210,29485353564
2658,iSeq93,ISeq,Quant NovaSeq,20191217_FS10000406_105_BPA73110-2512,20191217,168713356
2659,NS360,NextSeq,SR75_HIGH,191211_NS500415_0344_AHTW5YBGXC,20191211,2975473208
2661,NS361,NextSeq,PE75_HIGH,200108_NS500415_0353_AHWM53BGXC,20200108,4012468936
2662,NOV261,NovaSeq,PE150,191212_A00460_0261_BHJ5N3DRXX,20191212,6740105486
2663,iSeq94,ISeq,Quant NovaSeq,20191216_FS10000406_104_BPA73110-1316,20191216,399039440
2664,iSeq95,ISeq,Quant NovaSeq,20191212_FS10000406_103_BPA73125-3032,20191212,21359378
2666,iSeq96,ISeq,Quant NovaSeq,20191218_FS10000406_106_BPA73110-2510,20191218,195556370
2667,NOV262,NovaSeq, PE28_91,191217_A00460_0266_AHMY2TDMXX,20191217,13404182842
2669,RUN535,HiSeq2500,SR50_index,200123_700523F_0310_BCE5T6ANXX,20200123,12760763706
2670,NOV263,NovaSeq,PE28_91,191216_A00460_0263_AHHW2YDRXX,20191216,2197622934
2671,NOV264,NovaSeq,PE150,200117_A00460_0280_AHMY3VDSXX,20200117,32965610758
2672,NOV265,NovaSeq,SR100,191220_A00460_0268_AHHNNGDRXX,20191220,7088953124
2673,MS489,MiSeq,Miseq-600cycV3,200103_M01742_0244_000000000-CTNFW,20200103,298277536
2674,SPHERESEQ1,NextSeq,SR75_HIGH,191212_NS500415_0345_AHYHVKBGXC,20191212,0
2676,NS363,NextSeq,PE75_HIGH,191216_NS500415_0346_AHTWYHBGXC,20191216,2944482124
2677,NOV266,NovaSeq,PE150,191216_A00460_0264_BHH3G2DRXX,20191216,15128316656
2678,MS490,MiSeq,MiSeq 150cyclesV3,191217_M01742_0243_000000000-CTT6H,20191217,143313566
2683,NS364,NextSeq,PE75_HIGH,191217_NS500415_0347_AHTY7HBGXC,20191217,3589679628
2685,NOV267,NovaSeq,PE50,200108_A00460_0271_AHN3H2DMXX,20200108,50327395574
2686,NOV268,NovaSeq,PE50,191218_A00460_0267_AHMWCLDMXX,20191218,49557896458
2687,NOV269,NovaSeq,SR100,191217_A00460_0265_BHN2TFDMXX,20191217,35412925918
2689,iSeq97,ISeq,Quant NovaSeq,20191219_FS10000406_107_BPA73110-2111,20191219,115644900
2690,iSeq98,ISeq,Quant NovaSeq,20191220_FS10000406_108_BPA73110-2209,20191220,106208418
2691,iSeq99,ISeq,Quant NovaSeq,20200109_FS10000406_110_BPA73110-1616,20200109,20016338
2692,NS365,NextSeq,PE75_HIGH,191218_NS500415_0348_AH2NC2BGXF,20191218,2973944170
2693,iSeq100,ISeq,Quant NovaSeq,20200113_FS10000406_112_BPA73110-2407,20200113,14230330
2694,NOV270,NovaSeq, PE28_91,191220_A00460_0269_BHN323DMXX,20191220,12197316614
2697,NS366,NextSeq,SR75_HIGH,200107_NS500415_0352_AH23FJBGXF,20200107,0
2698,NS367,NextSeq,PE75_HIGH,191219_NS500415_0349_AH2LYKBGXF,20191219,2999074822
2699,NS368,NextSeq,PE75_HIGH,191220_NS500415_0350_AHWNGLBGXC,20191220,2815932238
2704,RUN536,HiSeq2500,SR125_index,191220_700523F_0308_BCE5ACANXX,20191220,5846073182
2705,iSeq101,ISeq,Quant NovaSeq,20200110_FS10000406_111_BPA73110-2311,20200110,22904104
2706,NOV271,NovaSeq, PE28_91,200108_A00460_0270_BHN3TCDMXX,20200108,12798952260
2707,MS491,MiSeq,Miseq-600cycV3,200108_M01742_0245_000000000-CTD99,20200108,29224558
2708,NOV272,NovaSeq,SR100,200109_A00460_0272_AHHVFLDRXX,20200109,2314872414
2709,iSeq102,ISeq,Quant NovaSeq,20200108_FS10000406_109_BPA73110-1514,20200108,368892808
2710,iSeq103,ISeq,Quant NovaSeq,20200114_FS10000406_113_BPA73110-3117,20200114,80237420
2712,RUN537,HiSeq2500,PE125_dualindex,200117_700523F_0309_ACD2UHANXX,20200117,3743565288
2715,MS493,MiSeq,Miseq-600cycV3,200115_M01742_0246_000000000-CW5GV,20200115,153363760
2717,NOV273,NovaSeq,SR100,200109_A00460_0273_BHHNH5DRXX,20200109,1737667591
2718,MINI63,MiniSeq,PE_150_MO,200109_MN00710_0063_A000H32523,20200109,5120316826
2721,NOV274,NovaSeq,PE150,200110_A00460_0274_AHYFVNDSXX,20200110,54763559436
2722,NOV275,NovaSeq,PE150,200110_A00460_0275_BHYFVFDSXX,20200110,204911577252
2723,NOV276,NovaSeq, PE28_91,200120_A00460_0282_AHJHGVDRXX,20200120,5442967702
2725,NOV277,NovaSeq,PE150,200114_A00460_0276_AHHNY2DRXX,20200114,12330360750
2726,NOV278,NovaSeq,PE100,200114_A00460_0277_BHMTL2DMXX,20200114,90774765728
2727,NOV279,NovaSeq,SR100,200120_A00460_0283_BHJKK5DRXX,20200120,2096892205
2728,NOV280,NovaSeq,SR100,200115_A00460_0278_AHJJ2YDRXX,20200115,31531399520
2729,NOV281,NovaSeq,PE150,200115_A00460_0279_BHJG7TDRXX,20200115,4065024264
2730,NOV282,NovaSeq,SR100,200117_A00460_0281_BHMVNLDMXX,20200117,38909587635
2731,NS370,NextSeq,PE75_HIGH,200115_NS500415_0355_AH23CFBGXF,20200115,2619585962
2734,iSeq104,ISeq,Quant NovaSeq,20200116_FS10001154_1_BPC29615-3228,20200116,155254338
2736,iSeq105,ISeq,Quant NovaSeq,20200120_FS10001154_2_BPC29615-2438,20200120,75131344
2737,NS371,NextSeq,PE75_Mid,200122_NS500415_0359_AH2CW7AFX2,20200122,1843589674
2738,NS372,NextSeq,PE75_HIGH,200116_NS500415_0356_AHYJ5JBGXC,20200116,2556374460
2739,NS373,NextSeq,PE75_HIGH,200117_NS500415_0357_AH22K2BGXF,20200117,2986657742
2740,NS374,NextSeq,PE75_HIGH,200120_NS500415_0358_AHNMNHBGXC,20200120,2523993150
2741,iSeq106,ISeq,Quant NovaSeq,20200120_FS10000406_114_BPC29615-1732,20200120,231320248
2745,NOV284,NovaSeq,PE150,200123_A00460_0286_AHMWWLDMXX,20200123,75436759196
2746,NOV285,NovaSeq,PE150,200121_A00460_0284_AHJMYHDRXX,20200121,5068517284
2747,iSeq107,ISeq,Quant NovaSeq,20200123_FS10001154_4_BPC29615-1128,20200123,89862196
2748,iSeq108,ISeq,Quant NovaSeq,20200122_FS10001154_3_BPC29615-1536,20200122,118178180
2750,MINI64,MiniSeq,PE_150_MO,200121_MN00710_0064_A000H325CT,20200121,3116605458
2751,NOV286,NovaSeq,PE50,200123_A00460_0285_BHN2YVDMXX,20200123,31550195312
2757,RUN539,HiSeq2500,SR100_index,200131_700523F_0312_BCE7J4ANXX,20200131,6002153506
2758,NOV287,NovaSeq,PE150,200128_A00460_0290_AHHMVLDRXX,20200128,3064833090
2760,NS375,NextSeq,SR75_HIGH,200123_NS500415_0360_AH55F2BGXF,20200123,2472228477
2761,NOV289,NovaSeq,SR100,200127_A00460_0288_AHHMK3DRXX,20200127,7905254938
2762,NOV290,NovaSeq,SR100,200127_A00460_0287_BHHV7CDRXX,20200127,0
2763,NOV291,NovaSeq,PE150,200128_A00460_0289_BHHNF5DRXX,20200128,2489241044
2764,NOV292,NovaSeq,SR100,200129_A00460_0291_AHJG7HDRXX,20200129,11608738952
2765,NOV293,NovaSeq,SR100,200129_A00460_0292_BHHMJ3DRXX,20200129,2554508098
2766,NOV294,NovaSeq,SR100,200130_A00460_0293_AHMYM3DMXX,20200130,81032137155
2768,MINI65,MiniSeq,PE_150_MO,200124_MN00710_0065_A000H3255L,20200124,4459594552
2769,iSeq109,ISeq,Quant NovaSeq,20200130_FS10000406_115_BPC29615-2827,20200130,67084404
2770,iSeq110,ISeq,Quant NovaSeq,20200128_FS10001154_5_BPC29615-0932,20200128,356503642
2771,MINI66,MiniSeq,PE_150_MO,200129_MN00710_0066_A000H2YYNN,20200129,3412701750
2772,iSeq111,ISeq,Quant NovaSeq,20200129_FS10001154_6_BPC29615-0627,20200129,6865700
2773,NOV295,NovaSeq,PE150,200130_A00460_0294_BHJGT7DRXX,20200130,83876127682
2774,iSeq112,ISeq,Quant NovaSeq,20200131_FS10000406_116_BPC29615-0832,20200131,263756258
2776,NOV297,NovaSeq,SR100,200131_A00460_0296_AHJKYVDRXX,20200131,9254667596
2778,NOV298,NovaSeq,PE150,200131_A00460_0295_BHJLC7DRXX,20200131,4891866100
